Index,Name,Unprescaled,335b_AllMB,335b_AllMB_UPC40k
428,L1_SingleUncorrJet20_ZDC1n_XOR_BptxAND ,1,0,0
429,L1_SingleUncorrJet24_ZDC1n_XOR_BptxAND ,1,0,0
430,L1_SingleUncorrJet28_ZDC1n_XOR_BptxAND ,1,0,0
431,L1_SingleUncorrJet2_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
432,L1_SingleUncorrJet4_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
433,L1_SingleUncorrJet6_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
434,L1_SingleUncorrJet8_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
435,L1_SingleUncorrJet12_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
436,L1_SingleUncorrJet16_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
437,L1_SingleUncorrJet20_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
438,L1_SingleUncorrJet24_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
439,L1_SingleUncorrJet28_ZDC1n_Bkp1_XOR_BptxAND ,1,0,0
440,L1_DoubleJet8_DeltaPhi2p0_notZDC_OR_BptxAND ,1,211,0
441,L1_DoubleJet12_DeltaPhi2p0_notZDC_OR_BptxAND ,1,37,0
442,L1_DoubleJet16_DeltaPhi2p0_notZDC_OR_BptxAND ,1,1,0
443,L1_DoubleUncorrJet8_DeltaPhi2p0_notZDC_OR_BptxAND ,1,0,0
444,L1_DoubleUncorrJet12_DeltaPhi2p0_notZDC_OR_BptxAND ,1,0,0
445,L1_DoubleUncorrJet16_DeltaPhi2p0_notZDC_OR_BptxAND ,1,0,0
446,L1_DoubleJet8_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,211,0
447,L1_DoubleJet12_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,37,0
448,L1_DoubleJet16_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,1,0
449,L1_SingleUncorrJet2_ZDC1n_AsymXOR_BptxAND ,1,0,0
450,L1_SingleUncorrJet4_ZDC1n_AsymXOR_BptxAND ,1,0,0
451,L1_SingleUncorrJet6_ZDC1n_AsymXOR_BptxAND ,1,0,0
452,L1_SingleUncorrJet8_ZDC1n_AsymXOR_BptxAND ,1,0,0
453,L1_SingleUncorrJet12_ZDC1n_AsymXOR_BptxAND ,1,0,0
454,L1_SingleUncorrJet16_ZDC1n_AsymXOR_BptxAND ,1,0,0
455,L1_SingleUncorrJet20_ZDC1n_AsymXOR_BptxAND ,1,0,0
456,L1_SingleUncorrJet24_ZDC1n_AsymXOR_BptxAND ,1,0,0
457,L1_SingleUncorrJet28_ZDC1n_AsymXOR_BptxAND ,1,0,0
458,L1_SingleUncorrJet2_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
459,L1_SingleUncorrJet4_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
460,L1_SingleUncorrJet6_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
461,L1_SingleUncorrJet8_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
462,L1_SingleUncorrJet12_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
463,L1_SingleUncorrJet16_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
464,L1_SingleUncorrJet20_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
465,L1_SingleUncorrJet24_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
466,L1_SingleUncorrJet28_ZDC1n_Bkp1_AsymXOR_BptxAND ,1,0,0
467,L1_DoubleUncorrJet2_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,0,0
468,L1_DoubleUncorrJet4_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,0,0
469,L1_DoubleUncorrJet6_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,0,0
470,L1_DoubleUncorrJet8_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,0,0
471,L1_DoubleUncorrJet12_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,0,0
472,L1_DoubleUncorrJet16_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,0,0
473,L1_DoubleJet8_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,0,0
474,L1_DoubleJet12_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,0,0
475,L1_DoubleJet16_DeltaPhi2p0_notMinimumBiasHF2_BptxAND ,1,1,0
479,L1_DoubleUncorrJet2_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,0,0
480,L1_DoubleUncorrJet4_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,0,0
481,L1_DoubleUncorrJet6_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,0,0
482,L1_DoubleUncorrJet8_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,0,0
483,L1_DoubleUncorrJet12_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,0,0
484,L1_DoubleUncorrJet16_DeltaPhi2p0_NotZDC1n_AND_BptxAND ,1,0,0
485,L1_SingleUncorrJet2_notZDC_OR_BptxAND ,1,0,0
486,L1_SingleUncorrJet4_notZDC_OR_BptxAND ,1,0,0
487,L1_SingleUncorrJet6_notZDC_OR_BptxAND ,1,0,0
488,L1_SingleUncorrJet8_notZDC_OR_BptxAND ,1,0,0
489,L1_SingleUncorrJet12_notZDC_OR_BptxAND ,1,0,0
490,L1_SingleUncorrJet16_notZDC_OR_BptxAND ,1,0,0
491,L1_SingleUncorrJet20_notZDC_OR_BptxAND ,1,0,0
492,L1_SingleUncorrJet24_notZDC_OR_BptxAND ,1,0,0
493,L1_SingleUncorrJet28_notZDC_OR_BptxAND ,1,0,0
494,L1_SingleJet8_notZDC_OR_BptxAND ,1,21965,0
495,L1_SingleJet12_notZDC_OR_BptxAND ,1,21965,0
496,L1_SingleJet16_notZDC_OR_BptxAND ,1,2555,0
497,L1_SingleJet20_notZDC_OR_BptxAND ,1,1,0
498,L1_SingleJet24_notZDC_OR_BptxAND ,1,1,0
499,L1_SingleJet28_notZDC_OR_BptxAND ,1,1,0
500,L1_FirstBunchInTrain_50ns ,1,0,0
501,L1_LastBunchInTrain_50ns ,1,0,0
502,L1_ZDC1n_OR_RapGap_BptxAND ,1,0,0
503,L1_SingleJet2_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
504,L1_SingleJet4_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
505,L1_SingleJet6_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
506,L1_SingleJet8_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
507,L1_SingleJet12_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
508,L1_SingleJet16_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
509,L1_SingleJet20_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
510,L1_SingleJet24_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
511,L1_SingleJet28_ZDC1n_XOR_RapGap_BptxAND ,1,0,0
